     X_meter,            Y_meter,        Vel_Mag_m_p_s,       Water_Depth_m
-1.86746988,-0.762,0.202042928,0.131339036
-1.86746988,-0.82296,0.200984036,0.131352563
-1.86746988,-0.88392,0.198418474,0.131351757
-1.807228916,0.88392,0.217084994,0.130448964
-1.807228916,0.82296,0.219862432,0.130448574
-1.807228916,0.762,0.220492222,0.130460796
-1.807228916,0.70104,0.220408123,0.130473033
-1.807228916,0.64008,0.220042035,0.130492286
-1.807228916,0.57912,0.21958247,0.130514388
-1.807228916,0.51816,0.219040239,0.13054141
-1.807228916,0.4572,0.218430554,0.13057189
-1.807228916,0.39624,0.217748271,0.130606243
-1.807228916,0.33528,0.216996781,0.130643793
-1.807228916,0.27432,0.21617713,0.130684389
-1.807228916,0.21336,0.215293499,0.130727536
-1.807228916,0.1524,0.214350414,0.130772874
-1.807228916,0.09144,0.213354437,0.130819914
-1.807228916,0.03048,0.212312601,0.130868202
-1.807228916,-0.03048,0.211234097,0.130917217
-1.807228916,-0.09144,0.210129266,0.130966446
-1.807228916,-0.1524,0.20901055,0.131015325
-1.807228916,-0.21336,0.207892044,0.131063311
-1.807228916,-0.27432,0.206789899,0.131109787
-1.807228916,-0.33528,0.205720968,0.131154253
-1.807228916,-0.39624,0.204704639,0.131195997
-1.807228916,-0.4572,0.203756599,0.131234772
-1.807228916,-0.51816,0.202900228,0.131269534
-1.807228916,-0.57912,0.202140168,0.131300829
-1.807228916,-0.64008,0.201499293,0.131326461
-1.807228916,-0.70104,0.20091105,0.131349291
-1.807228916,-0.762,0.200284519,0.131363423
-1.807228916,-0.82296,0.199065782,0.131378169
-1.807228916,-0.88392,0.196372343,0.131377237
-1.746987952,0.88392,0.219092037,0.130392481
-1.746987952,0.82296,0.221976705,0.13039177
-1.746987952,0.762,0.22265905,0.130405163
-1.746987952,0.70104,0.222566498,0.130418369
-1.746987952,0.64008,0.22214922,0.130439342
-1.746987952,0.57912,0.221612756,0.130463369
-1.746987952,0.51816,0.220974394,0.130492806
-1.746987952,0.4572,0.22025116,0.130526016
-1.746987952,0.39624,0.219439273,0.130563472
-1.746987952,0.33528,0.21854224,0.130604434
-1.746987952,0.27432,0.217562245,0.130648738
-1.746987952,0.21336,0.216504112,0.130695846
-1.746987952,0.1524,0.215373419,0.130745369
-1.746987952,0.09144,0.214178082,0.13079677
-1.746987952,0.03048,0.212925939,0.13084957
-1.746987952,-0.03048,0.211627785,0.1309032
-1.746987952,-0.09144,0.210295537,0.130957107
-1.746987952,-0.1524,0.208943778,0.131010678
-1.746987952,-0.21336,0.207589517,0.131063311
-1.746987952,-0.27432,0.206252124,0.131114329
-1.746987952,-0.33528,0.204952757,0.131163158
-1.746987952,-0.39624,0.2037146,0.131209018
-1.746987952,-0.4572,0.202557496,0.131251612
-1.746987952,-0.51816,0.201508824,0.131289796
-1.746987952,-0.57912,0.200574966,0.131324147
-1.746987952,-0.64008,0.199779348,0.131352269
-1.746987952,-0.70104,0.19904532,0.131377286
-1.746987952,-0.762,0.198272603,0.131392751
-1.746987952,-0.82296,0.196888529,0.131408867
-1.746987952,-0.88392,0.194078995,0.131407802
-1.686746988,0.88392,0.221368377,0.130330091
-1.686746988,0.82296,0.2243492,0.130329024
-1.686746988,0.762,0.225076704,0.130343696
-1.686746988,0.70104,0.224971628,0.130357977
-1.686746988,0.64008,0.224498754,0.130380851
-1.686746988,0.57912,0.223878569,0.130407029
-1.686746988,0.51816,0.223135013,0.130439168
-1.686746988,0.4572,0.222286692,0.13047545
-1.686746988,0.39624,0.221331841,0.130516398
-1.686746988,0.33528,0.220273691,0.130561208
-1.686746988,0.27432,0.219116047,0.130609693
-1.686746988,0.21336,0.217864302,0.130661268
-1.686746988,0.1524,0.216525193,0.130715511
-1.686746988,0.09144,0.215108415,0.130771824
-1.686746988,0.03048,0.213622023,0.13082971
-1.686746988,-0.03048,0.212078561,0.130888544
-1.686746988,-0.09144,0.210491269,0.130947738
-1.686746988,-0.1524,0.208876813,0.131006626
-1.686746988,-0.21336,0.207255484,0.131064535
-1.686746988,-0.27432,0.205650216,0.131120726
-1.686746988,-0.33528,0.204087721,0.131174525
-1.686746988,-0.39624,0.202595424,0.131225079
-1.686746988,-0.4572,0.201198182,0.131272026
-1.686746988,-0.51816,0.199928411,0.131314104
-1.686746988,-0.57912,0.198794435,0.13135192
-1.686746988,-0.64008,0.197820886,0.131382858
-1.686746988,-0.70104,0.196920178,0.131410332
-1.686746988,-0.762,0.195985766,0.131427296
-1.686746988,-0.82296,0.194430349,0.131444933
-1.686746988,-0.88392,0.191514761,0.13144373
-1.626506024,0.88392,0.223936793,0.130261094
-1.626506024,0.82296,0.227004465,0.130259626
-1.626506024,0.762,0.227769911,0.130275687
-1.626506024,0.70104,0.227648105,0.130291149
-1.626506024,0.64008,0.227115318,0.130316112
-1.626506024,0.57912,0.226404559,0.130344681
-1.626506024,0.51816,0.225546336,0.130379832
-1.626506024,0.4572,0.224560572,0.130419564
-1.626506024,0.39624,0.223448648,0.130464424
-1.626506024,0.33528,0.222212696,0.130513564
-1.626506024,0.27432,0.220859027,0.130566744
-1.626506024,0.21336,0.219393377,0.130623337
-1.626506024,0.1524,0.217823777,0.130682882
-1.626506024,0.09144,0.216162663,0.130744694
-1.626506024,0.03048,0.214416933,0.130808284
-1.626506024,-0.03048,0.212601187,0.130872955
-1.626506024,-0.09144,0.2107294,0.130938091
-1.626506024,-0.1524,0.208819957,0.131002977
-1.626506024,-0.21336,0.206896868,0.131066859
-1.626506024,-0.27432,0.204986864,0.131128928
-1.626506024,-0.33528,0.203124323,0.131188372
-1.626506024,-0.39624,0.201341025,0.131244266
-1.626506024,-0.4572,0.1996679,0.131296164
-1.626506024,-0.51816,0.198144035,0.131342661
-1.626506024,-0.57912,0.196779967,0.131384392
-1.626506024,-0.64008,0.195602778,0.131418489
-1.626506024,-0.70104,0.194512635,0.131448705
-1.626506024,-0.762,0.19340006,0.131467333
-1.626506024,-0.82296,0.191666633,0.131486647
-1.626506024,-0.88392,0.188653524,0.131485296
-1.56626506,0.88392,0.226822503,0.130184693
-1.56626506,0.82296,0.229969338,0.130182766
-1.56626506,0.762,0.230766081,0.130200323
-1.56626506,0.70104,0.230623601,0.130217069
-1.56626506,0.64008,0.230027152,0.130244306
-1.56626506,0.57912,0.229219312,0.130275519
-1.56626506,0.51816,0.228236652,0.13031402
-1.56626506,0.4572,0.227100119,0.130357627
-1.56626506,0.39624,0.225816461,0.13040686
-1.56626506,0.33528,0.224384793,0.130460868
-1.56626506,0.27432,0.222815615,0.130519308
-1.56626506,0.21336,0.221114427,0.130581525
-1.56626506,0.1524,0.219290711,0.130647012
-1.56626506,0.09144,0.217361961,0.130714938
-1.56626506,0.03048,0.215330938,0.130784892
-1.56626506,-0.03048,0.213215002,0.13085607
-1.56626506,-0.09144,0.211027792,0.130927852
-1.56626506,-0.1524,0.208788426,0.130999484
-1.56626506,-0.21336,0.206525077,0.131070107
-1.56626506,-0.27432,0.20426819,0.13113886
-1.56626506,-0.33528,0.202063662,0.131204702
-1.56626506,-0.39624,0.19994699,0.131266667
-1.56626506,-0.4572,0.197956259,0.131324195
-1.56626506,-0.51816,0.196139949,0.131375696
-1.56626506,-0.57912,0.194511132,0.131421836
-1.56626506,-0.64008,0.193101711,0.131459444
-1.56626506,-0.70104,0.191797367,0.131492687
-1.56626506,-0.762,0.190489063,0.131513141
-1.56626506,-0.82296,0.188570156,0.131534284
-1.56626506,-0.88392,0.185466718,0.131532773
-1.506024096,0.88392,0.230053126,0.130099977
-1.506024096,0.82296,0.233272988,0.130097518
-1.506024096,0.762,0.234095449,0.130116668
-1.506024096,0.70104,0.233929155,0.130134784
-1.506024096,0.64008,0.23326655,0.130164465
-1.506024096,0.57912,0.232355699,0.130198569
-1.506024096,0.51816,0.231237805,0.130240778
-1.506024096,0.4572,0.229934991,0.130288736
-1.506024096,0.39624,0.228464017,0.130342824
-1.506024096,0.33528,0.226816587,0.1304023
-1.506024096,0.27432,0.225011027,0.130466616
-1.506024096,0.21336,0.223050939,0.130535123
-1.506024096,0.1524,0.22094748,0.130607273
-1.506024096,0.09144,0.218728719,0.130681949
-1.506024096,0.03048,0.216386081,0.130758972
-1.506024096,-0.03048,0.213941914,0.130837356
-1.506024096,-0.09144,0.211407567,0.130916523
-1.506024096,-0.1524,0.20880039,0.13099571
-1.506024096,-0.21336,0.20615369,0.131073928
-1.506024096,-0.27432,0.203500571,0.1311503
-1.506024096,-0.33528,0.200906702,0.131223389
-1.506024096,-0.39624,0.198407579,0.131292258
-1.506024096,-0.4572,0.196049484,0.131356207
-1.506024096,-0.51816,0.193895677,0.131413378
-1.506024096,-0.57912,0.191962124,0.131464493
-1.506024096,-0.64008,0.190290509,0.13150598
-1.506024096,-0.70104,0.188745968,0.131542545
-1.506024096,-0.762,0.18722366,0.131564983
-1.506024096,-0.82296,0.185111068,0.131588104
-1.506024096,-0.88392,0.181923319,0.131586417
-1.445783133,0.88392,0.2336584,0.130005915
-1.445783133,0.82296,0.236946691,0.130002831
-1.445783133,0.762,0.237790952,0.130023647
-1.445783133,0.70104,0.237599301,0.130043193
-1.445783133,0.64008,0.236870871,0.13007545
-1.445783133,0.57912,0.235853668,0.130112693
-1.445783133,0.51816,0.234590104,0.130159044
-1.445783133,0.4572,0.233103521,0.130211967
-1.445783133,0.39624,0.231431295,0.130271454
-1.445783133,0.33528,0.229546874,0.130337131
-1.445783133,0.27432,0.227483143,0.130408008
-1.445783133,0.21336,0.225238527,0.130483558
-1.445783133,0.1524,0.222825418,0.130563204
-1.445783133,0.09144,0.2202958,0.130645206
-1.445783133,0.03048,0.217615818,0.130730047
-1.445783133,-0.03048,0.214816128,0.130816339
-1.445783133,-0.09144,0.211903874,0.130903646
-1.445783133,-0.1524,0.208889913,0.130991295
-1.445783133,-0.21336,0.205812005,0.131078071
-1.445783133,-0.27432,0.202703736,0.131163214
-1.445783133,-0.33528,0.199665947,0.131244462
-1.445783133,-0.39624,0.196728028,0.131321192
-1.445783133,-0.4572,0.193942239,0.131392517
-1.445783133,-0.51816,0.191396134,0.131456116
-1.445783133,-0.57912,0.189108947,0.131512826
-1.445783133,-0.64008,0.18714106,0.131558451
-1.445783133,-0.70104,0.185328858,0.13159858
-1.445783133,-0.762,0.183572883,0.131623124
-1.445783133,-0.82296,0.181257347,0.131648349
-1.445783133,-0.88392,0.177990091,0.131646467
-1.385542169,0.88392,0.237669908,0.129901348
-1.385542169,0.82296,0.241023706,0.129897525
-1.385542169,0.762,0.241888472,0.129920039
-1.385542169,0.70104,0.241672802,0.129941028
-1.385542169,0.64008,0.240884497,0.129975897
-1.385542169,0.57912,0.239759538,0.130016407
-1.385542169,0.51816,0.238331659,0.130067253
-1.385542169,0.4572,0.236632785,0.130125822
-1.385542169,0.39624,0.234742448,0.130191087
-1.385542169,0.33528,0.232591398,0.130263724
-1.385542169,0.27432,0.230246132,0.130341864
-1.385542169,0.21336,0.227687159,0.130425305
-1.385542169,0.1524,0.224928582,0.13051355
-1.385542169,0.09144,0.222079779,0.130603452
-1.385542169,0.03048,0.219037052,0.130696892
-1.385542169,-0.03048,0.215858671,0.130791808
-1.385542169,-0.09144,0.212542732,0.130887988
-1.385542169,-0.1524,0.209077596,0.130984969
-1.385542169,-0.21336,0.205513454,0.131081355
-1.385542169,-0.27432,0.201872076,0.13117669
-1.385542169,-0.33528,0.198336566,0.131267198
-1.385542169,-0.39624,0.194894513,0.131352853
-1.385542169,-0.4572,0.191601924,0.131432716
-1.385542169,-0.51816,0.188596099,0.131503677
-1.385542169,-0.57912,0.185899044,0.131566822
-1.385542169,-0.64008,0.183615512,0.131617012
-1.385542169,-0.70104,0.181512112,0.131660963
-1.385542169,-0.762,0.179503728,0.131687755
